id,short_id,name,owner_id,projects_id,category,type,html,styles,data,children,meta,schema,actions,order_index,render_context,ai_instructions,visibility,usage_count,tags,rich_card_extractions_id,created_at,updated_at,slug,extraction_type,auto_refresh_data,extraction_status
324,Bh9sPB,FurryFriends United CTA,null,0,atomic,CTA,<section class='cta'><div class='container'><h2>{{headline}}</h2><p>{{subheading}}</p><button data-action='cta'>{{buttonText}}</button></div></section>,"{"".cta"":{""color"":""white"",""padding"":""4rem 2rem"",""textAlign"":""center"",""background"":""linear-gradient(135deg, #667eea 0%, #764ba2 100%)""},""button"":{""color"":""#764ba2"",""border"":""none"",""cursor"":""pointer"",""padding"":""1rem 3rem"",""fontSize"":""1.125rem"",""fontWeight"":""600"",""borderRadius"":""50px"",""backgroundColor"":""white""}}","{""headline"":""Don’t miss the next Portland meetup—RSVP before it fills"",""finePrint"":""Limited-capacity events may close RSVPs early based on venue limits."",""buttonText"":""RSVP & View Events"",""subheading"":""Click to view upcoming events, get the full details, and reserve your spot for the next FurryFriends United gathering."",""secondaryButtonText"":""Get Event Updates""}",[],null,{},null,0,embedded,null,public,0,null,null,1768842175328,1768842175328,,none,false,no_extraction
325,vbgppo,FurryFriends United Footer,null,0,atomic,Footer,<footer class='footer'><div class='footer-content'><div class='footer-links'>{{links}}</div><div class='social'>{{socialLinks}}</div></div><div class='copyright'>{{copyright}}</div></footer>,"{"".footer"":{""color"":""white"",""padding"":""3rem 2rem"",""marginTop"":""4rem"",""backgroundColor"":""#1a1a1a""},"".footer-content"":{""display"":""flex"",""marginBottom"":""2rem"",""justifyContent"":""space-between""}}","{""links"":""<a href=\""/events\"" class=\""footer-link\"">Upcoming Events</a><a href=\""/signup\"" class=\""footer-link\"">Join / Sign Up</a><a href=\""/code-of-conduct\"" class=\""footer-link\"">Code of Conduct</a><a href=\""/volunteer\"" class=\""footer-link\"">Volunteer</a><a href=\""/contact\"" class=\""footer-link\"">Contact</a>"",""contact"":{""city"":""Portland"",""email"":""hello@furryfriendsunited.org"",""region"":""OR"",""country"":""US"",""areaServed"":""Portland metro area"",""organizationName"":""FurryFriends United""},""copyright"":""© 2026 FurryFriends United. All rights reserved."",""socialLinks"":""""}",[],null,{},null,0,embedded,null,public,0,null,null,1768842175463,1768842175463,,none,false,no_extraction
326,6rdHf7,FurryFriends United Landing Page,null,0,page,LandingPage,{{children}},null,{},"[{""id"":320,""field_0"":""DfRHuC"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":320,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":321,""field_0"":""6f15Nb"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":321,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":322,""field_0"":""WHyClR"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":322,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":323,""field_0"":""SRmZh1"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":323,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":324,""field_0"":""Bh9sPB"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":324,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":325,""field_0"":""vbgppo"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":325,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]","{""title"":""FurryFriends United Portland Community Organization | Furry Meetups & Events"",""description"":""Join FurryFriends United, a Portland community organization hosting furry meetups, FurryCon weekends, creator hangouts, and themed socials. View upcoming events and RSVP today.""}",null,null,0,embedded,null,public,0,null,null,1768842175556,1768842175556,furryfriends-united,none,false,no_extraction
327,Ze0hfY,FurryFriends United Hero,null,0,atomic,Hero,<section class='hero' aria-label='Hero section'><div class='container'><h1>{{headline}}</h1><p>{{subheading}}</p><button data-action='cta'>{{ctaText}}</button></div></section>,"{"".hero"":{""display"":""flex"",""padding"":""4rem 2rem"",""minHeight"":""100vh"",""textAlign"":""center"",""alignItems"":""center"",""justifyContent"":""center""}}","{""h1"":""Portland Furry Meetups & Events — FurryFriends United"",""ctaText"":""View Event Calendar"",""headline"":""Portland’s furry community organization for real friendships"",""trustLine"":""Founded 2016 • Consent-first culture • Visible hosts at check-in • Newcomer-friendly"",""subheading"":""RSVP to welcoming 18+ meetups, maker hangouts, and con weekends—clear rules, easy intros, and no pressure to own a suit."",""secondaryCtaText"":""Get Event Updates""}",[],null,"{""@graph"":[{""@id"":""https://furryfriends-united.sitebloxx.com#organization"",""url"":""https://furryfriends-united.sitebloxx.com"",""name"":""FurryFriends United"",""@type"":""Organization"",""description"":""FurryFriends United is the premier furry community hub connecting enthusiasts through conventions, meetups, and unforgettable experiences. From FurryCon weekend gatherings to themed bowling nights and even furry skydiving adventures, we bring together people who share a passion for fursuit artistry, creative expression, and building lifelong friendships in the fandom."",""contactPoint"":{""@type"":""ContactPoint"",""contactType"":""customer service"",""availableLanguage"":""English""},""foundingDate"":""2016""},{""@id"":""https://furryfriends-united.sitebloxx.com#website"",""url"":""https://furryfriends-united.sitebloxx.com"",""name"":""FurryFriends United"",""@type"":""WebSite"",""publisher"":{""@id"":""https://furryfriends-united.sitebloxx.com#organization""},""description"":""FurryFriends United is the premier furry community hub connecting enthusiasts through conventions, meetups, and unforgettable experiences. From FurryCon weekend gatherings to themed bowling nights and even furry skydiving adventures, we bring together people who share a passion for fursuit artistry, creative expression, and building lifelong friendships in the fandom.""},{""@id"":""https://furryfriends-united.sitebloxx.com#webpage"",""url"":""https://furryfriends-united.sitebloxx.com"",""name"":""Portland’s furry community organization for real friendships"",""@type"":""WebPage"",""about"":{""@id"":""https://furryfriends-united.sitebloxx.com#organization""},""isPartOf"":{""@id"":""https://furryfriends-united.sitebloxx.com#website""},""dateModified"":""2026-01-19"",""datePublished"":""2026-01-19""},{""@type"":""BreadcrumbList"",""itemListElement"":[{""item"":""https://furryfriends-united.sitebloxx.com"",""name"":""Home"",""@type"":""ListItem"",""position"":1}]}],""@context"":""https://schema.org""}",null,0,embedded,null,public,0,null,null,1768842256217,1768842256217,,none,false,no_extraction
328,m1SpoL,FurryFriends United FeaturesGrid,null,0,collection,FeaturesGrid,<section class='features-grid'><h2>{{heading}}</h2><div class='grid'>{{features}}</div></section>,"{"".grid"":{""gap"":""2rem"",""display"":""grid"",""gridTemplateColumns"":""repeat(auto-fit, minmax(300px, 1fr))""},"".feature-item"":{""padding"":""2rem"",""textAlign"":""center""},"".features-grid"":{""padding"":""4rem 2rem""}}","{""heading"":""Made for busy creatives who want community without the awkwardness"",""features"":""\n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">🗓️</span>\n                <h3>Plan ahead with clear event details</h3>\n                <p>See venue rules, age requirements, accessibility notes, and timing before you go—so you know exactly what to expect and what to bring.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">👋</span>\n                <h3>Meet people fast (even if you come solo)</h3>\n                <p>Check-in hosts offer optional introductions and small-group icebreakers—helpful if you’re shy, new to Portland, or attending your first furry meetup.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">🧵</span>\n                <h3>Build skills at maker-friendly hangouts</h3>\n                <p>Bring a WIP head, paws, or partial and get real help with repairs, fit, transport, and care—plus recommendations for local materials and tools.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">📸</span>\n                <h3>Create photos with consent built in</h3>\n                <p>Find photographers, handlers, and pose partners while following clear consent norms for photos, filming, hugs, and suit interaction.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">🎳</span>\n                <h3>Join low-pressure social nights</h3>\n                <p>Bowling, themed mixers, and casual hangouts make it easy to connect without needing a con badge, a full suit, or a big friend group.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">🛡️</span>\n                <h3>Feel safer with respect-first hosting</h3>\n                <p>Visible hosts, clear boundaries, and discreet reporting help keep events welcoming. We coordinate with venues and enforce conduct expectations consistently.</p>\n              </article>\n            ""}",[],null,{},null,0,embedded,null,public,0,null,null,1768842256315,1768842256315,,none,false,no_extraction
329,kLHAZa,FurryFriends United FAQPage,null,0,collection,FAQPage,<section class='faq' itemscope itemtype='https://schema.org/FAQPage'><h2>{{heading}}</h2><div class='faq-list'>{{questions}}</div></section>,"{"".faq"":{""margin"":""0 auto"",""padding"":""4rem 2rem"",""maxWidth"":""800px""},"".faq-item"":{""borderBottom"":""1px solid #e5e7eb"",""marginBottom"":""1.5rem"",""paddingBottom"":""1.5rem""}}","{""heading"":""Frequently Asked Questions"",""questions"":""\n              <div class=\""faq-item\"" itemscope itemprop=\""mainEntity\"" itemtype=\""https://schema.org/Question\"">\n                <h3 itemprop=\""name\"">Do I need a fursuit to attend FurryFriends United events?</h3>\n                <div itemscope itemprop=\""acceptedAnswer\"" itemtype=\""https://schema.org/Answer\"">\n                  <p itemprop=\""text\"">No—fursuits are always optional, and many attendees come in casual outfits, cosplay, or everyday clothes. Our hosts make introductions and run activities that work whether you’re suiting or not. If you do suit, the event page will include heat/space notes and any venue costume rules so you can plan safely.</p>\n                </div>\n              </div>\n            \n              <div class=\""faq-item\"" itemscope itemprop=\""mainEntity\"" itemtype=\""https://schema.org/Question\"">\n                <h3 itemprop=\""name\"">Are FFU events really 18+?</h3>\n                <div itemscope itemprop=\""acceptedAnswer\"" itemtype=\""https://schema.org/Answer\"">\n                  <p itemprop=\""text\"">FFU is primarily an adult (18+) community organization, and many meetups are designed for adult venues and social formats. Some locations may have additional restrictions, while a few specific events may allow broader ages depending on venue policies. Every event listing states the age requirement clearly before you RSVP.</p>\n                </div>\n              </div>\n            \n              <div class=\""faq-item\"" itemscope itemprop=\""mainEntity\"" itemtype=\""https://schema.org/Question\"">\n                <h3 itemprop=\""name\"">How do RSVPs work, and what do I get after I RSVP?</h3>\n                <div itemscope itemprop=\""acceptedAnswer\"" itemtype=\""https://schema.org/Answer\"">\n                  <p itemprop=\""text\"">RSVPs help us manage limited venue capacity, coordinate check-in, and keep events comfortable instead of overcrowded. After you RSVP, you’ll receive event-day details like arrival windows, check-in instructions, transit/parking tips, accessibility notes, and what-to-bring guidance. If an event hits capacity, we may pause RSVPs or start a waitlist based on venue limits.</p>\n                </div>\n              </div>\n            \n              <div class=\""faq-item\"" itemscope itemprop=\""mainEntity\"" itemtype=\""https://schema.org/Question\"">\n                <h3 itemprop=\""name\"">I’m nervous and coming solo—what happens at my first meetup?</h3>\n                <div itemscope itemprop=\""acceptedAnswer\"" itemtype=\""https://schema.org/Answer\"">\n                  <p itemprop=\""text\"">You won’t be left to figure it out alone: hosts run check-in and can introduce you to a couple of people based on your interests (making, photos, gaming, performing, etc.). Many events also include optional icebreakers or structured activities so conversations start naturally. If you prefer a quieter start, you can opt out—there are always low-pressure ways to participate.</p>\n                </div>\n              </div>\n            \n              <div class=\""faq-item\"" itemscope itemprop=\""mainEntity\"" itemtype=\""https://schema.org/Question\"">\n                <h3 itemprop=\""name\"">What are your photo, video, and suit interaction rules?</h3>\n                <div itemscope itemprop=\""acceptedAnswer\"" itemtype=\""https://schema.org/Answer\"">\n                  <p itemprop=\""text\"">Consent is the baseline at every FFU event—ask before close-up photos, filming, hugs, or touching someone’s suit, and respect a “no” immediately. Some venues have additional rules about cameras or designated photo areas, which we include in the event listing. For photo-forward outings, we provide clearer guidance on when and where photography is encouraged.</p>\n                </div>\n              </div>\n            \n              <div class=\""faq-item\"" itemscope itemprop=\""mainEntity\"" itemtype=\""https://schema.org/Question\"">\n                <h3 itemprop=\""name\"">How can I volunteer or help organize events with FFU?</h3>\n                <div itemscope itemprop=\""acceptedAnswer\"" itemtype=\""https://schema.org/Answer\"">\n                  <p itemprop=\""text\"">Volunteers support check-in, greet newcomers, coordinate with venues, and help run activities so events stay welcoming and organized. Tell us your availability and what you enjoy (bowling nights, creator meetups, weekends, photo outings), and we’ll match you to upcoming needs. We also provide onboarding so you’re confident on conduct policies, consent norms, and escalation paths.</p>\n                </div>\n              </div>\n            ""}",[],null,"{""@type"":""FAQPage"",""@context"":""https://schema.org"",""mainEntity"":[{""name"":""Do I need a fursuit to attend FurryFriends United events?"",""@type"":""Question"",""acceptedAnswer"":{""text"":""No—fursuits are always optional, and many attendees come in casual outfits, cosplay, or everyday clothes. Our hosts make introductions and run activities that work whether you’re suiting or not. If you do suit, the event page will include heat/space notes and any venue costume rules so you can plan safely."",""@type"":""Answer""}},{""name"":""Are FFU events really 18+?"",""@type"":""Question"",""acceptedAnswer"":{""text"":""FFU is primarily an adult (18+) community organization, and many meetups are designed for adult venues and social formats. Some locations may have additional restrictions, while a few specific events may allow broader ages depending on venue policies. Every event listing states the age requirement clearly before you RSVP."",""@type"":""Answer""}},{""name"":""How do RSVPs work, and what do I get after I RSVP?"",""@type"":""Question"",""acceptedAnswer"":{""text"":""RSVPs help us manage limited venue capacity, coordinate check-in, and keep events comfortable instead of overcrowded. After you RSVP, you’ll receive event-day details like arrival windows, check-in instructions, transit/parking tips, accessibility notes, and what-to-bring guidance. If an event hits capacity, we may pause RSVPs or start a waitlist based on venue limits."",""@type"":""Answer""}},{""name"":""I’m nervous and coming solo—what happens at my first meetup?"",""@type"":""Question"",""acceptedAnswer"":{""text"":""You won’t be left to figure it out alone: hosts run check-in and can introduce you to a couple of people based on your interests (making, photos, gaming, performing, etc.). Many events also include optional icebreakers or structured activities so conversations start naturally. If you prefer a quieter start, you can opt out—there are always low-pressure ways to participate."",""@type"":""Answer""}},{""name"":""What are your photo, video, and suit interaction rules?"",""@type"":""Question"",""acceptedAnswer"":{""text"":""Consent is the baseline at every FFU event—ask before close-up photos, filming, hugs, or touching someone’s suit, and respect a “no” immediately. Some venues have additional rules about cameras or designated photo areas, which we include in the event listing. For photo-forward outings, we provide clearer guidance on when and where photography is encouraged."",""@type"":""Answer""}},{""name"":""How can I volunteer or help organize events with FFU?"",""@type"":""Question"",""acceptedAnswer"":{""text"":""Volunteers support check-in, greet newcomers, coordinate with venues, and help run activities so events stay welcoming and organized. Tell us your availability and what you enjoy (bowling nights, creator meetups, weekends, photo outings), and we’ll match you to upcoming needs. We also provide onboarding so you’re confident on conduct policies, consent norms, and escalation paths."",""@type"":""Answer""}}]}",null,0,embedded,null,public,0,null,null,1768842256434,1768842256434,,none,false,no_extraction
330,Vn5Awe,FurryFriends United TestimonialCarousel,null,0,collection,TestimonialCarousel,<section class='testimonial-carousel'><h2>{{heading}}</h2><div class='carousel'>{{testimonials}}</div></section>,"{"".carousel"":{""margin"":""0 auto"",""maxWidth"":""900px""},"".testimonial-carousel"":{""padding"":""4rem 2rem"",""backgroundColor"":""#f9fafb""}}","{""heading"":""What Portland members are saying"",""testimonials"":""\n              <article class=\""testimonial-item\"">\n                <blockquote>\n                  <p style=\""font-style:italic;margin-bottom:1rem;\"">\""I came solo, no suit, and was worried I’d just hover by the wall. A host introduced me to two other newcomers, and we left bowling night with a group chat and plans for a craft meetup.\""</p>\n                </blockquote>\n                <footer>\n                  <cite><strong>Avery Chen</strong></cite>\n                  <span style=\""color:#6b7280;display:block;font-size:0.9rem;\"">Healthcare Analyst & Cosplayer</span>\n                </footer>\n              </article>\n            \n              <article class=\""testimonial-item\"">\n                <blockquote>\n                  <p style=\""font-style:italic;margin-bottom:1rem;\"">\""The creator meetups saved my first head build—people walked me through shaving, seam cleanup, and an emergency jaw repair. I also met a local photographer and booked a shoot that finally made my character feel real.\""</p>\n                </blockquote>\n                <footer>\n                  <cite><strong>Morgan Rivera</strong></cite>\n                  <span style=\""color:#6b7280;display:block;font-size:0.9rem;\"">Fursuit Maker & Performer</span>\n                </footer>\n              </article>\n            \n              <article class=\""testimonial-item\"">\n                <blockquote>\n                  <p style=\""font-style:italic;margin-bottom:1rem;\"">\""FFU is the only group where I consistently feel supported as an organizer. The consent reminders, clear venue coordination, and visible hosts keep things comfortable, and newcomers actually stick around because they’re welcomed immediately.\""</p>\n                </blockquote>\n                <footer>\n                  <cite><strong>Jordan Patel</strong></cite>\n                  <span style=\""color:#6b7280;display:block;font-size:0.9rem;\"">Event Operations Coordinator</span>\n                </footer>\n              </article>\n            \n              <article class=\""testimonial-item\"">\n                <blockquote>\n                  <p style=\""font-style:italic;margin-bottom:1rem;\"">\""I moved to Portland and didn’t know anyone in the fandom. After one FFU weekend gathering, I had friends to attend cons with, plus a handler buddy for suit outings. It turned a big city into a community.\""</p>\n                </blockquote>\n                <footer>\n                  <cite><strong>Samira Holt</strong></cite>\n                  <span style=\""color:#6b7280;display:block;font-size:0.9rem;\"">Graphic Designer & Fandom Newcomer</span>\n                </footer>\n              </article>\n            ""}",[],null,"{""@type"":""ItemList"",""@context"":""https://schema.org"",""itemListElement"":[{""@type"":""Review"",""author"":{""name"":""Avery Chen"",""@type"":""Person"",""jobTitle"":""Healthcare Analyst & Cosplayer""},""position"":1,""reviewBody"":""I came solo, no suit, and was worried I’d just hover by the wall. A host introduced me to two other newcomers, and we left bowling night with a group chat and plans for a craft meetup.""},{""@type"":""Review"",""author"":{""name"":""Morgan Rivera"",""@type"":""Person"",""jobTitle"":""Fursuit Maker & Performer""},""position"":2,""reviewBody"":""The creator meetups saved my first head build—people walked me through shaving, seam cleanup, and an emergency jaw repair. I also met a local photographer and booked a shoot that finally made my character feel real.""},{""@type"":""Review"",""author"":{""name"":""Jordan Patel"",""@type"":""Person"",""jobTitle"":""Event Operations Coordinator""},""position"":3,""reviewBody"":""FFU is the only group where I consistently feel supported as an organizer. The consent reminders, clear venue coordination, and visible hosts keep things comfortable, and newcomers actually stick around because they’re welcomed immediately.""},{""@type"":""Review"",""author"":{""name"":""Samira Holt"",""@type"":""Person"",""jobTitle"":""Graphic Designer & Fandom Newcomer""},""position"":4,""reviewBody"":""I moved to Portland and didn’t know anyone in the fandom. After one FFU weekend gathering, I had friends to attend cons with, plus a handler buddy for suit outings. It turned a big city into a community.""}]}",null,0,embedded,null,public,0,null,null,1768842256543,1768842256543,,none,false,no_extraction
331,iSZtCl,FurryFriends United CTA,null,0,atomic,CTA,<section class='cta'><div class='container'><h2>{{headline}}</h2><p>{{subheading}}</p><button data-action='cta'>{{buttonText}}</button></div></section>,"{"".cta"":{""color"":""white"",""padding"":""4rem 2rem"",""textAlign"":""center"",""background"":""linear-gradient(135deg, #667eea 0%, #764ba2 100%)""},""button"":{""color"":""#764ba2"",""border"":""none"",""cursor"":""pointer"",""padding"":""1rem 3rem"",""fontSize"":""1.125rem"",""fontWeight"":""600"",""borderRadius"":""50px"",""backgroundColor"":""white""}}","{""headline"":""RSVP now—some Portland events cap out early"",""finePrint"":""Limited-capacity venues may pause RSVPs early; joining the email list helps you catch new drops."",""buttonText"":""RSVP & View Events"",""subheading"":""Open the calendar, pick your event, and get check-in instructions, venue rules, and what-to-bring details after you RSVP."",""secondaryButtonText"":""Get Event Updates""}",[],null,{},null,0,embedded,null,public,0,null,null,1768842256629,1768842256629,,none,false,no_extraction
332,UZHkxi,FurryFriends United Footer,null,0,atomic,Footer,<footer class='footer'><div class='footer-content'><div class='footer-links'>{{links}}</div><div class='social'>{{socialLinks}}</div></div><div class='copyright'>{{copyright}}</div></footer>,"{"".footer"":{""color"":""white"",""padding"":""3rem 2rem"",""marginTop"":""4rem"",""backgroundColor"":""#1a1a1a""},"".footer-content"":{""display"":""flex"",""marginBottom"":""2rem"",""justifyContent"":""space-between""}}","{""links"":""<a href=\""/events\"" class=\""footer-link\"">Upcoming Events</a><a href=\""/signup\"" class=\""footer-link\"">Join / Sign Up</a><a href=\""#about\"" class=\""footer-link\"">About FFU</a><a href=\""#safety-consent\"" class=\""footer-link\"">Safety & Consent</a><a href=\""/code-of-conduct\"" class=\""footer-link\"">Code of Conduct</a><a href=\""/volunteer\"" class=\""footer-link\"">Volunteer</a><a href=\""/contact\"" class=\""footer-link\"">Contact</a>"",""contact"":{""city"":""Portland"",""email"":""hello@furryfriendsunited.org"",""region"":""OR"",""country"":""US"",""areaServed"":""Portland metro area"",""foundingDate"":""2016"",""organizationName"":""FurryFriends United""},""copyright"":""© 2026 FurryFriends United. All rights reserved."",""socialLinks"":""""}",[],null,{},null,0,embedded,null,public,0,null,null,1768842256748,1768842256748,,none,false,no_extraction
333,IKkCxe,FurryFriends United Landing Page,null,0,page,LandingPage,{{children}},null,{},"[{""id"":327,""field_0"":""Ze0hfY"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":327,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":328,""field_0"":""m1SpoL"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":328,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":329,""field_0"":""kLHAZa"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":329,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":330,""field_0"":""Vn5Awe"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":330,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":331,""field_0"":""iSZtCl"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":331,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false},{""id"":332,""field_0"":""UZHkxi"",""field_0_name"":""short_id"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":332,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]","{""title"":""Portland Community Organization for Furry Meetups | FurryFriends United"",""description"":""FurryFriends United is a Portland community organization (founded 2016) hosting 18+ furry meetups, creator hangouts, themed socials, and con weekends. View the event calendar and RSVP today.""}",null,null,0,embedded,null,public,0,null,null,1768842256848,1768842256848,furryfriends-united,none,false,no_extraction
334,pAQv9k,FurryFriends United Hero,null,0,atomic,Hero,<section class='hero' aria-label='Hero section'><div class='container'><h1>{{headline}}</h1><p>{{subheading}}</p><button data-action='cta'>{{ctaText}}</button></div></section>,"{"".hero"":{""display"":""flex"",""padding"":""4rem 2rem"",""minHeight"":""100vh"",""textAlign"":""center"",""alignItems"":""center"",""justifyContent"":""center""}}","{""h1"":""Portland Furry Meetups & Events — FurryFriends United"",""ctaText"":""See Events & RSVP"",""headline"":""Portland’s 18+ furry community organization for real connections"",""trustLine"":""Founded 2016 • Consent-first culture • Visible hosts at check-in • Newcomer-friendly • Portland metro"",""subheading"":""RSVP to welcoming meetups, maker hangouts, and con-style weekends—clear rules, host-led intros, and no need to own a fursuit."",""secondaryCtaText"":""Get Event Updates""}",[],null,"{""@graph"":[{""@id"":""https://furryfriends-united.sitebloxx.com#organization"",""url"":""https://furryfriends-united.sitebloxx.com"",""name"":""FurryFriends United"",""@type"":""Organization"",""description"":""FurryFriends United is the premier furry community hub connecting enthusiasts through conventions, meetups, and unforgettable experiences. From FurryCon weekend gatherings to themed bowling nights and even furry skydiving adventures, we bring together people who share a passion for fursuit artistry, creative expression, and building lifelong friendships in the fandom."",""contactPoint"":{""@type"":""ContactPoint"",""contactType"":""customer service"",""availableLanguage"":""English""},""foundingDate"":""2016""},{""@id"":""https://furryfriends-united.sitebloxx.com#website"",""url"":""https://furryfriends-united.sitebloxx.com"",""name"":""FurryFriends United"",""@type"":""WebSite"",""publisher"":{""@id"":""https://furryfriends-united.sitebloxx.com#organization""},""description"":""FurryFriends United is the premier furry community hub connecting enthusiasts through conventions, meetups, and unforgettable experiences. From FurryCon weekend gatherings to themed bowling nights and even furry skydiving adventures, we bring together people who share a passion for fursuit artistry, creative expression, and building lifelong friendships in the fandom.""},{""@id"":""https://furryfriends-united.sitebloxx.com#webpage"",""url"":""https://furryfriends-united.sitebloxx.com"",""name"":""Portland’s 18+ furry community organization for real connections"",""@type"":""WebPage"",""about"":{""@id"":""https://furryfriends-united.sitebloxx.com#organization""},""isPartOf"":{""@id"":""https://furryfriends-united.sitebloxx.com#website""},""dateModified"":""2026-01-19"",""datePublished"":""2026-01-19""},{""@type"":""BreadcrumbList"",""itemListElement"":[{""item"":""https://furryfriends-united.sitebloxx.com"",""name"":""Home"",""@type"":""ListItem"",""position"":1}]}],""@context"":""https://schema.org""}",null,0,embedded,null,public,0,null,null,1768842339037,1768842339037,,none,false,no_extraction
335,uj9tMS,FurryFriends United FeaturesGrid,null,0,collection,FeaturesGrid,<section class='features-grid'><h2>{{heading}}</h2><div class='grid'>{{features}}</div></section>,"{"".grid"":{""gap"":""2rem"",""display"":""grid"",""gridTemplateColumns"":""repeat(auto-fit, minmax(300px, 1fr))""},"".feature-item"":{""padding"":""2rem"",""textAlign"":""center""},"".features-grid"":{""padding"":""4rem 2rem""}}","{""heading"":""Built for furries and creatives who want community—without the stress"",""features"":""\n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">🗓️</span>\n                <h3>Know the vibe before you go</h3>\n                <p>Each event page spells out age rules, venue policies, accessibility notes, parking/transit tips, and suiter guidance—so you can plan confidently and avoid surprises.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">👋</span>\n                <h3>Get introductions that actually help</h3>\n                <p>Opt into host-led newcomer intros and small-group matching (makers, photographers, gamers, performers). It’s the fastest way to meet people when you’re shy, solo, or new to Portland.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">🧵</span>\n                <h3>Fix, build, and learn at maker hangouts</h3>\n                <p>Bring a WIP head, paws, partial, or cosplay piece and get practical help with repairs, fit, shaving, seams, transport, and care—plus local supply/tool recommendations.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">📸</span>\n                <h3>Make better photos with clear consent norms</h3>\n                <p>Find photographers and pose partners while following explicit “ask first” rules for photos, video, hugs, and suit interaction—so everyone feels comfortable creating together.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">🎳</span>\n                <h3>Show up to low-pressure social nights</h3>\n                <p>Bowling nights, themed mixers, and casual hangouts give you built-in activities and conversation starters—no con badge, full suit, or existing friend group required.</p>\n              </article>\n            \n              <article class=\""feature-item\"">\n                <span class=\""icon\"" style=\""font-size:2.5rem;display:block;margin-bottom:1rem;\"">🛡️</span>\n                <h3>Feel safer with visible, trained hosts</h3>\n                <p>Hosts are identifiable at check-in, enforce boundaries consistently, and provide discreet reporting options. We coordinate with venues so rules are clear and the space stays welcoming.</p>\n              </article>\n            ""}",[],null,{},null,0,embedded,null,public,0,null,null,1768842339137,1768842339137,,none,false,no_extraction
